b1r2,b1r3,b1r4,b1r5,b1r7,b1r8,b6r1,b6r2,b6r3,b6r4,b6r5a,b6r5b,b6r6a,b6r6b,b6r7,b6r8,b6r9a,b6r9b,b6r9c,b6r10,b6r11,wert27,jart,exp_cap
8,10,26,2,20037,1,1,4,3,1,30,84,10, ,4,2,4, ,5,1,5,39,3,157823.015873016
8,10,26,2,20037,2,1,4,1,1,42,112,10, ,3,2,4, ,5,1,5,39,3,172123.015873016
8,10,26,2,20037,3,1,4,1,1,56,150,10, ,3,2,1,1,1,1,5,39,3,322170.634920635
8,10,26,2,20037,4,1,4,1,1,63,135,10, ,1,2,1,1,1,1,5,39,5,262005.952380952
8,10,26,2,20037,6,1,4,3,1,48,130,10, ,3,2,1,1,1,1,5,39,3,216531.746031746
8,10,26,2,20037,7,1,4,1,1,42,130,10, ,1,2,4, ,5,1,5,39,1,703738.095238095
8,10,26,2,20037,9,1,4,1,2,20,70,10, ,4,2,4, ,5,1,5,39,3,189922.619047619
8,10,26,2,20037,12,1,4,1,1,42,120,10, ,1,2,4, ,5,1,5,39,2,262955.357142857
8,10,26,2,20037,14,1,3,2,2,20,54,10, ,4,2,4, ,5,4,5,39,1,247023.80952381
8,10,26,2,20037,15,1,4,1,1,68,120,10, ,1,2,1,1,1,1,5,39,5,244035.714285714
8,10,26,2,20037,16,1,1,1,1,30,56,10, ,1,2,1,1,1,1,5,39,3,206944.444444444
8,12,5,2,20056,1,1,4,1,1,60,116,7,2,3,2,4, ,1,1,5,39,4,158318.452380952
8,12,5,2,20056,3,1,5,1,1,80,150,7,2,3,2,1,1,1,1,5,39,2,362342.261904762
8,12,5,2,20056,5,1,1,1,1,72,288,7,2,1,2,1,1,1,1,5,39,5,293800
8,12,5,2,20056,7,1,4,1,1,70,110,7,2,3,2,1,1,1,1,5,39,4,171363.095238095
8,12,5,2,20056,8,1,4,1,1,56,80,7,2,1,2,1,1,1,1,5,39,3,225833.333333333
8,12,5,2,20056,9,1,4,1,1,50,72,7,2,3,2,1,1,1,1,5,39,5,165300
8,12,5,2,20056,12,6,4,1,1,42,100,7,2,1,2,1,1,1,1,5,39,3,150194.444444444
8,12,5,2,20056,14,1,4,2,1,36,80,7,2,3,2,4, ,6,1,5,39,3,164484.126984127
8,12,5,2,20056,16,1,4,1,1,68,110,8,2,3,2,1,1,1,1,5,39,5,181689.285714286
8,12,7,2,20060,1,6,4,1,1,48,72,10, ,1,2,1,1,1,1,5,39,3,190757.936507936
8,12,7,2,20060,2,1,4,1,1,56,80,10, ,1,2,1,1,1,1,5,39,6,170958.333333333
8,12,7,2,20060,3,1,4,1,1,96,150,10, ,1,2,1,1,1,1,5,39,5,198676.19047619
8,12,7,2,20060,4,6,1,1,1,24,46,10, ,2,2,2,1,1,1,5,39,2,218541.666666667
8,12,7,2,20060,5,1,1,1,1,62,150,10, ,1,2,1,1,1,1,5,39,5,240076.428571429
8,12,7,2,20060,6,1,4,1,1,42,60,10, ,1,2,1,1,1,1,5,39,3,313217.46031746
8,12,7,2,20060,8,1,4,1,1,45,100,10, ,1,2,1,1,1,1,5,39,5,151285.476190476
8,12,7,2,20060,11,1,4,1,1,56,100,10, ,1,2,1,1,1,1,5,39,6,193255.952380952
8,12,7,2,20060,12,5,4,1,1,70,120,10, ,1,2,1,1,1,1,5,39,5,178475
8,12,7,2,20060,13,6,4,2,1,12,26,10, ,2,2,2,1,1,1,5,39,3,150238.095238095
8,12,7,2,20060,14,1,4,1,1,60,124,10, ,1,2,1,1,1,1,5,39,2,450645.833333333
8,12,7,2,20060,15,1,4,1,1,63,142,10, ,1,2,1,1,1,1,5,39,4,182293.154761905
8,12,7,2,20060,16,1,4,1,1,40,80,10, ,1,2,1,1,1,1,5,39,4,226333.333333333
8,13,2,2,20021,1,1,4,1,1,72,160,7,2,1,2,1,1,1,1,5,39,5,224571.428571429
8,13,2,2,20021,2,1,4,1,1,56,88,7,2,2,2,4, ,6,1,5,39,3,203644.841269841
8,13,2,2,20021,3,1,4,1,1,52,120,7,2,1,2,1,1,1,1,5,39,4,346467.261904762
8,13,2,2,20021,4,1,4,1,1,50,85,7,2,1,2,1,1,1,1,5,39,5,155071.428571429
8,13,2,2,20021,5,4,4,1,1,40,70,7,2,3,2,1,1,1,1,5,39,3,162726.19047619
8,13,2,2,20021,6,1,4,1,1,91,180,7,2,1,2,1,1,1,1,5,39,5,176726.19047619
8,13,2,2,20021,8,1,4,1,1,35,82,7,2,2,2,4, ,6,1,5,39,2,200547.619047619
8,13,2,2,20021,9,1,4,1,1,48,90,7,2,1,2,1,1,1,1,5,39,5,232150.238095238
8,13,2,2,20021,10,4,4,1,1,30,65,7,2,1,2,1,1,1,1,5,39,2,186071.428571429
8,13,2,2,20021,11,1,4,1,1,96,150,7,2,1,2,1,1,1,1,5,39,5,190045.238095238
8,13,2,2,20021,12,1,4,1,1,99,140,7,2,1,2,1,1,1,1,5,39,2,411029.761904762
8,13,2,2,20021,13,1,4,1,1,78,183,7,2,1,2,1,1,1,1,5,39,4,293700.892857143
8,13,2,2,20021,14,1,4,1,1,42,72,7,2,1,2,1,1,1,1,5,39,2,232386.904761905
8,13,2,2,20021,15,1,4,1,1,66,130,7,2,1,2,1,1,1,1,5,39,4,267608.630952381
8,13,2,2,20021,16,1,4,1,1,64,126,7,2,1,2,1,1,1,1,5,39,4,266641.369047619
8,20,9,2,10062,1,1,4,2,1,30,60,10, ,4,2,1,1,1,1,3,39,4,158884.523809524
8,20,9,2,10062,2,1,4,2,1,70,126,10, ,4,2,1,1,1,1,5,39,3,259982.936507936
8,20,9,2,10062,3,1,1,1,1,84,150,10, ,4,2,1,1,1,1,3,39,2,589875
8,20,9,2,10062,4,4,4,2,1,20,63,8,2,2,2,2,1,1,1,3,39,4,261290.476190476
8,20,9,2,10062,5,6,4,2,1,200,260,10, ,4,2,1,1,1,1,5,39,4,169936.011904762
8,20,9,2,10062,6,1,4,1,1,83,300,10, ,4,2,1,1,1,1,5,39,2,463638.095238095
8,20,9,2,10062,7,1,4,2,1,72,150,8,2,2,2,1,1,1,1,5,39,3,380667.063492063
8,20,9,2,10062,8,1,4,1,1,42,80,8,2,2,2,1,1,1,1,5,39,4,294091.369047619
8,20,9,2,10062,9,6,4,2,1,12,28,10, ,4,2,1,1,1,1,3,39,2,244916.666666667
8,20,9,2,10062,10,1,4,1,1,54,135,5,2,3,2,2,1,1,1,5,39,4,443093.75
8,20,9,2,10062,11,1,4,1,1,77,91,2, ,1,1,1,1,1,1,5,39,4,294376.488095238
8,20,9,2,10062,12,1,4,1,1,30,49,10, ,4,2,2,1,1,1,5,39,4,236110.119047619
8,20,9,2,10062,13,1,4,1,1,60,120,10, ,4,2,1,1,1,1,5,39,2,369600
8,20,9,2,10062,14,1,4,1,1,162,100,2, ,1,1,1,1,1,1,5,39,4,344881.845238095
8,20,9,2,10062,15,1,4,1,1,45,52,2, ,2,1,1,1,1,1,5,39,2,669626.785714286
8,20,9,2,10062,16,1,4,1,1,75,500,7,2,1,2,1,1,1,1,5,39,4,245555.952380952
8,20,12,2,20070,1,1,4,1,1,92,124,10, ,4,2,1,1,1,1,5,39,5,262416.428571429
8,20,12,2,20070,2,1,4,1,1,30,30,10, ,4,2,2,1,1,1,5,39,4,214230.357142857
8,20,12,2,20070,3,1,4,1,1,63,400,10, ,4,2,1,1,1,1,5,39,2,645138.095238095
8,20,12,2,20070,4,1,1,1,1,56,120,10, ,4,2,1,1,1,1,5,39,3,686201.19047619
8,20,12,2,20070,5,1,4,1,1,20,120,10, ,4,2,2,1,1,1,5,39,4,188203.571428571
8,20,12,2,20070,6,6,4,1,1,45,180,10, ,4,2,1,1,1,1,5,39,5,201339.523809524
8,20,12,2,20070,7,1,4,1,1,72,300,10, ,4,2,1,1,1,1,5,39,3,293488.888888889
8,20,12,2,20070,8,1,4,1,1,45,96,10, ,4,2,4, ,5,1,5,39,6,228354.166666667
8,20,12,2,20070,9,1,4,1,1,59,72,10, ,4,2,1,1,1,1,5,39,3,347617.857142857
8,20,12,2,20070,10,1,4,1,1,72,90,10, ,4,2,1,1,1,1,5,39,2,376860.119047619
8,20,12,2,20070,11,1,4,1,1,77,108,10, ,4,2,1,1,1,1,2,39,4,304027.678571429
8,20,12,2,20070,12,1,4,1,1,12,30,10, ,4,2,4, ,5,1,5,39,3,204202.380952381
8,20,12,2,20070,13,1,4,1,1,96,150,10, ,4,2,1,1,1,1,5,39,8,219363.392857143
8,20,12,2,20070,14,1,4,1,1,60,77,10, ,4,2,2,1,1,4,3,39,1,601539.285714286
8,20,12,2,20070,15,1,4,1,1,80,190,10, ,4,2,1,1,1,1,3,39,4,449468.75
8,20,12,2,20070,16,6,4,1,1,72,135,10, ,4,2,1,1,1,1,5,39,5,276066.428571429
8,20,14,2,20076,1,1,4,1,1,20,20,10, ,4,2,1,1,1,1,5,39,5,158286.904761905
8,20,14,2,20076,2,1,4,1,1,30,20,10, ,4,2,2,1,1,4,5,39,2,292238.095238095
8,20,14,2,20076,3,1,4,1,1,42,80,10, ,4,2,1,1,1,1,5,39,2,335669.642857143
8,20,14,2,20076,5,1,4,1,1,56,80,10, ,4,2,1,1,1,1,5,39,4,219189.583333333
8,20,14,2,20076,6,1,4,1,1,150,75,7,2,3,1,1,1,1,1,5,39,5,302596.904761905
8,20,14,2,20076,7,1,4,1,1,27,300,10, ,4,2,1,1,1,1,5,39,5,209355
8,20,14,2,20076,8,1,4,1,1,42,56,10, ,4,2,1,1,1,1,5,39,3,356511.507936508
8,20,14,2,20076,9,1,4,1,1,96,120,10, ,4,2,1,1,1,1,5,39,6,194913.69047619
8,20,14,2,20076,10,1,4,1,1,33,96,10, ,4,2,1,1,1,1,5,39,5,271527.380952381
8,20,14,2,20076,11,4,4,1,1,15,30,10, ,4,2,2,1,1,1,5,39,3,195115.873015873
8,20,14,2,20076,12,1,4,1,1,30,120,7,2,2,2,2,1,1,1,3,39,1,429753.571428571
8,20,14,2,20076,13,1,4,1,1,45,84,7,2,2,1,1,1,1,1,3,39,4,778637.5
8,20,14,2,20076,14,1,4,1,1,36,49,10, ,4,2,1,1,1,1,5,39,3,215417.857142857
8,20,14,2,20076,15,1,4,1,1,42,60,10, ,4,2,2,1,1,1,5,39,4,278813.095238095
8,20,14,2,20076,16,1,4,2,1,48,120,10, ,4,2,1,1,1,1,5,39,3,299886.111111111
8,20,17,2,20086,1,1,4,1,1,91,150,7,2,1,2,1,1,1,1,5,39,3,264865.079365079
8,20,17,2,20086,2,1,4,1,1,62,72,7,2,1,2,1,1,1,1,5,39,2,279767.857142857
8,20,17,2,20086,3,6,4,1,1,49,70,7,2,1,2,1,1,1,1,5,39,3,269667.063492063
8,20,17,2,20086,5,6,4,1,1,28,80,7,2,1,2,1,1,1,1,5,39,2,287294.642857143
8,20,17,2,20086,6,1,4,1,1,54,72,7,2,1,2,1,1,1,1,5,39,4,359422.619047619
8,20,17,2,20086,7,6,4,1,1,35,50,7,2,3,2,1,1,1,1,5,39,5,201086.428571429
8,20,17,2,20086,8,1,4,1,1,42,56,7,2,1,2,1,1,1,1,5,39,1,341744.047619048
8,20,17,2,20086,9,1,4,1,1,60,135,7,2,1,2,1,1,1,1,5,39,1,476361.904761905
8,20,17,2,20086,10,1,4,1,1,72,112,7,2,1,2,1,1,1,1,5,39,7,193389.455782313
8,20,17,2,20086,11,1,4,2,1,50,180,7,2,1,2,1,1,1,1,5,39,2,337308.333333333
8,20,17,2,20086,12,1,4,1,1,98,140,7,2,1,2,1,1,1,1,5,39,4,256769.345238095
8,20,17,2,20086,13,1,4,1,1,48,120,7,2,1,2,2,1,1,1,5,39,2,276925.595238095
8,20,17,2,20086,14,1,4,1,1,83,112,7,2,2,2,1,1,1,1,3,39,6,272611.706349206
8,20,17,2,20086,15,1,4,1,1,30,80,7,2,1,2,1,1,1,1,5,39,4,254606.547619048
8,20,17,2,20086,16,4,4,2,1,64,100,7,2,1,2,1,1,1,1,3,39,3,478130.952380952
8,20,21,2,20092,1,1,4,1,1,70,100,10, ,4,2,1,1,1,1,5,39,6,183120.03968254
8,20,21,2,20092,2,1,4,1,1,60,96,10, ,4,2,1,1,1,1,5,39,6,192441.666666667
8,20,21,2,20092,3,1,4,1,1,30,42,10, ,4,2,1,3,4,1,5,39,4,197772.321428571
8,20,21,2,20092,4,1,4,2,2,56,90,10, ,4,2,4, ,5,3,5,39,4,168604.464285714
8,20,21,2,20092,5,1,1,1,1,80,99,10, ,4,2,1,1,1,1,5,39,3,368750
8,20,21,2,20092,6,1,4,1,1,188,207,7,3,1,1,1,1,1,1,5,39,5,368850.952380952
8,20,21,2,20092,7,1,4,1,1,80,96,10, ,4,2,1,1,1,1,5,39,4,228882.142857143
8,20,21,2,20092,8,1,4,1,2,32,42,10, ,4,2,4, ,5,1,5,39,5,174680.952380952
8,20,21,2,20092,10,1,4,1,1,45,50,10, ,4,2,1,1,1,1,5,39,3,434988.095238095
8,20,21,2,20092,11,1,4,1,1,114,72,10, ,4,2,1,1,1,1,5,39,4,407579.166666667
8,20,21,2,20092,12,1,1,1,1,90,72,10, ,4,2,1,1,1,1,5,39,4,376568.452380952
8,20,21,2,20092,13,6,4,1,1,116,126,10, ,4,2,1,1,1,1,5,39,3,272706.349206349
8,20,21,2,20092,14,1,4,1,1,66,104,10, ,4,2,1,1,1,1,5,39,3,254412.698412698
8,20,21,2,20092,15,1,4,1,1,36,56,10, ,4,2,1,1,1,1,5,39,4,367881.25
8,20,21,2,20092,16,1,1,1,1,156,252,10, ,4,2,1,1,1,1,5,39,3,281148.80952381
8,21,4,2,20101,1,1,4,1,1,46,56,7,2,3,2,1,1,1,1,5,39,3,304933.333333333
8,21,4,2,20101,2,1,4,1,1,50,74,10, ,4,2,1,1,1,1,5,39,4,256263.095238095
8,21,4,2,20101,3,1,4,1,1,42,72,10, ,4,2,1,1,1,1,2,39,2,347081.547619048
8,21,4,2,20101,4,1,4,1,1,54,54,10, ,4,2,1,1,1,1,3,39,9,199697.883597884
8,21,4,2,20101,5,1,4,1,1,107,145,10, ,4,2,1,1,1,1,3,39,6,219787.103174603
8,21,4,2,20101,6,1,4,1,1,64,96,10, ,4,2,1,1,1,1,3,39,2,514100.595238095
8,21,4,2,20101,7,1,4,1,1,30,30,7,2,3,2,1,1,1,1,5,39,3,246108.73015873
8,21,4,2,20101,8,1,4,1,1,42,56,10, ,4,2,1,1,1,1,5,39,4,284667.261904762
8,21,4,2,20101,9,6,1,1,1,101,124,10, ,4,2,1,1,1,1,3,39,4,283199.404761905
8,21,4,2,20101,10,1,4,1,1,72,72,10, ,4,2,1,1,1,1,5,39,6,186416.666666667
8,21,4,2,20101,11,1,4,1,1,87,92,10, ,4,2,1,1,1,1,1,39,5,264918.095238095
8,21,4,2,20101,12,1,4,1,1,72,72,10, ,4,2,1,1,1,1,5,39,3,361390.873015873
8,21,4,2,20101,13,1,4,1,1,64,500,10, ,4,2,4, ,1,1,5,39,2,280427.380952381
8,21,4,2,20101,14,1,4,1,1,48,80,10, ,4,2,1,1,1,1,3,39,3,272704.365079365
8,21,4,2,20101,15,1,4,1,1,36,49,10, ,4,2,1,1,1,1,5,39,3,267964.285714286
8,21,4,2,20101,16,1,4,3,2,12,180,10, ,4,2,4, ,5,4,5,39,3,357849.603174603
8,21,7,2,20110,1,1,4,1,1,60,750,7,2,3,2,1,1,1,1,5,39,2,588657.738095238
8,21,7,2,20110,2,1,4,1,1,72,120,7,3,2,1,1,1,1,2,5,39,5,208861.904761905
8,21,7,2,20110,3,1,4,1,1,24,48,7,2,3,2,3,1,1,2,5,39,3,322408.73015873
8,21,7,2,20110,4,1,1,1,1,30,128,7,2,3,2,1,1,1,2,5,39,1,771714.285714286
8,21,7,2,20110,5,1,4,1,1,48,80,7,2,3,2,1,1,1,2,5,39,4,258650.297619048
8,21,7,2,20110,6,1,4,1,1,63,150,7,2,3,2,1,1,1,2,5,39,6,239405.952380952
8,21,7,2,20110,7,1,4,1,1,120,200,7,2,3,2,1,1,1,1,3,39,3,508436.507936508
8,21,7,2,20110,8,1,4,1,2,28,60,7,2,3,2,3,1,1,1,5,39,3,361609.126984127
8,21,7,2,20110,9,6,4,1,1,48,200,7,2,3,2,1,1,1,1,5,39,5,276330.714285714
8,21,7,2,20110,10,1,4,1,1,63,225,7,2,3,2,1,1,1,1,5,39,2,528830.357142857
8,21,7,2,20110,11,1,4,1,1,78,300,7,2,3,2,1,1,1,1,5,39,4,249717.261904762
8,21,7,2,20110,12,1,4,1,1,100,250,7,2,3,2,1,1,1,1,5,39,4,260427.083333333
8,21,7,2,20110,13,1,4,2,1,48,200,7,2,3,2,4, ,5,2,5,39,2,280907.142857143
8,21,7,2,20110,14,1,4,1,1,60,375,7,2,3,2,1,1,1,2,5,39,4,298502.083333333
8,21,7,2,20110,15,6,4,1,1,60,180,7,2,1,2,1,1,1,2,5,39,6,243429.563492064
8,30,6,2,20114,1,1,4,1,1,42,82,8,3,1,2,1,1,1,1,5,39,3,204543.650793651
8,30,6,2,20114,2,1,4,1,1,96,150,7,2,1,2,1,1,1,1,3,39,5,253711.904761905
8,30,6,2,20114,3,1,4,1,1,48,180,8,2,1,2,1,1,1,1,3,39,3,245396.825396825
8,30,6,2,20114,4,1,4,1,1,48,132,8,2,1,2,1,1,1,1,3,39,5,172685.714285714
8,30,6,2,20114,5,1,4,1,1,63,300,7,3,1,2,1,1,1,1,2,39,7,261632.653061224
8,30,6,2,20114,6,1,4,1,1,42,135,7,2,1,2,1,1,1,1,5,39,2,248833.333333333
8,30,6,2,20114,7,1,4,1,1,63,300,7,2,1,2,1,1,1,1,3,39,6,178916.666666667
8,30,6,2,20114,8,1,4,1,1,60,120,7,2,1,2,1,1,1,1,5,39,4,216062.5
8,30,6,2,20114,9,1,4,1,1,48,180,10, ,1,2,1,1,1,1,5,39,2,276812.5
8,30,6,2,20114,10,1,4,1,1,72,180,8,3,1,2,1,1,1,1,3,39,4,243062.5
8,30,6,2,20114,11,1,4,1,1,48,150,7,3,1,2,1,1,1,1,5,39,3,288585.317460317
8,30,6,2,20114,12,1,4,1,1,42,108,7,3,1,2,1,1,1,1,5,39,4,201583.333333333
8,30,6,2,20114,13,1,4,1,1,90,100,8,2,1,2,1,1,1,1,5,39,6,176458.333333333
8,30,6,2,20114,14,1,4,1,1,89,300,10, ,1,2,1,1,1,1,3,39,4,268125
8,30,6,2,20114,15,5,4,1,1,24,24,7,1,1,2,3,1,1,1,3,39,2,324821.428571429
8,30,9,2,20122,1,6,4,1,1,56,90,5,2,1,2,1,1,1,1,3,39,2,279095.238095238
8,30,9,2,20122,2,1,4,1,1,67,150,5,2,1,2,1,1,1,1,5,39,4,263238.69047619
8,30,9,2,20122,3,6,4,1,1,72,122,5,2,1,2,2,1,1,1,3,39,6,224976.19047619
8,30,9,2,20122,4,1,4,1,1,63,150,6,2,1,2,1,1,1,1,5,39,4,257361.011904762
8,30,9,2,20122,5,1,4,1,1,63,195,5,2,1,2,1,1,1,1,5,39,3,244420.634920635
8,30,9,2,20122,6,1,4,1,1,30,56,5,2,1,2,1,1,1,1,5,39,4,190757.142857143
8,30,9,2,20122,7,1,4,1,1,72,150,5,2,1,2,1,1,1,1,3,39,7,274489.795918367
8,30,9,2,20122,8,1,4,1,1,30,79,5,2,1,2,1,1,1,1,5,39,3,216559.523809524
8,30,9,2,20122,9,1,4,1,1,63,150,5,2,1,2,1,1,1,1,5,39,6,197341.26984127
8,30,9,2,20122,10,1,4,1,1,72,120,5,1,2,1,1,1,1,1,3,39,7,167056.12244898
8,30,9,2,20122,12,1,4,1,1,90,105,5,2,1,2,1,1,1,1,3,39,2,391422.619047619
8,30,9,2,20122,13,1,4,1,1,56,70,5,2,1,1,1,1,1,1,3,39,3,300944.444444444
8,30,9,2,20122,14,4,4,1,1,30,72,5,2,1,2,1,1,1,1,3,39,4,188294.642857143
8,30,9,2,20122,15,1,2,1,1,54,100,5,2,1,2,1,1,1,1,3,39,3,190396.825396825
8,30,9,2,20122,16,1,4,1,1,112,150,5,2,1,2,1,1,1,1,3,39,4,406339.285714286
8,30,15,2,20135,1,1,4,1,1,35,108,10, ,1,2,3,1,1,1,5,39,4,197538.69047619
8,30,15,2,20135,2,1,4,1,1,60,400,10, ,1,2,1,1,1,1,3,39,2,369655.357142857
8,30,15,2,20135,4,1,4,2,1,30,100,10, ,1,2,3,1,1,3,5,39,3,193710.317460317
8,30,15,2,20135,5,1,4,1,1,56,90,10, ,1,2,1,1,1,1,5,39,4,187470.238095238
8,30,15,2,20135,6,1,4,1,1,54,88,10, ,1,2,1,1,1,1,5,39,2,335050.595238095
8,30,15,2,20135,7,1,4,1,1,42,220,10, ,1,2,3,1,1,1,6,39,5,179527.380952381
8,30,15,2,20135,9,1,4,1,1,56,132,10, ,1,2,1,1,1,1,6,39,5,184357.142857143
8,30,15,2,20135,10,1,6,3,1,30,90,10, ,1,2,3,1,1,3,5,39,1,281869.047619048
8,30,15,2,20135,11,1,4,2,1,96,150,10, ,1,2,1,1,1,1,5,39,5,195454.761904762
8,30,15,2,20135,12,1,4,1,1,49,110,10, ,1,2,1,1,1,1,6,39,3,273035.714285714
8,30,15,2,20135,13,1,4,1,1,56,144,10, ,1,2,3,1,1,1,5,39,4,199342.261904762
8,30,15,2,20135,14,1,4,1,1,112,160,10, ,1,2,1,1,1,1,6,39,3,357476.19047619
8,30,15,2,20135,15,1,4,1,1,56,192,10, ,1,2,1,1,1,1,6,39,5,215273.80952381
8,30,15,2,20135,16,1,4,2,1,30,72,10, ,1,2,3,1,1,3,5,39,2,214160.714285714
8,31,1,2,20151,2,1,4,1,1,30,56,5,2,1,2,3,1,1,1,5,39,5,158409.523809524
8,31,1,2,20151,3,1,4,1,1,42,90,7,3,1,2,3,1,1,1,5,39,3,220662.698412698
8,31,1,2,20151,4,1,4,1,1,54,108,7,3,1,2,1,1,1,1,5,39,4,227559.523809524
8,31,1,2,20151,5,1,4,1,1,30,56,7,3,1,2,3,1,1,1,5,39,3,230757.936507936
8,31,1,2,20151,6,1,4,1,1,90,165,7,3,1,2,1,1,1,1,5,39,4,245358.035714286
8,31,1,2,20151,7,1,1,1,1,64,625,7,2,1,2,1,1,1,1,5,39,2,393136.904761905
8,31,1,2,20151,8,1,4,1,1,90,150,7,2,1,2,1,1,1,1,5,39,6,197416.666666667
8,31,1,2,20151,9,1,4,1,1,30,72,7,2,1,2,1,1,1,1,5,39,3,234869.047619048
8,31,1,2,20151,10,1,4,1,1,42,120,7,2,1,2,1,1,1,1,5,39,3,255095.238095238
8,31,1,2,20151,11,1,4,1,1,72,300,7,3,1,2,1,1,1,1,5,39,3,253642.857142857
8,31,1,2,20151,12,1,4,1,1,30,80,7,1,2,1,1,1,1,1,5,39,3,259569.444444444
8,31,1,2,20151,13,1,4,1,1,42,150,7,2,1,2,1,1,1,1,5,39,5,216828.571428571
8,31,1,2,20151,14,1,4,1,1,70,375,7,1,2,1,1,1,1,1,3,39,8,198971.726190476
8,31,1,2,20151,15,1,1,1,1,30,72,7,3,1,2,1,1,1,1,5,39,3,261992.063492064
8,31,5,2,10161,1,1,4,1,1,42,110,10, ,1,2,1,1,1,1,3,39,5,228000
8,31,5,2,10161,2,1,4,1,1,30,120,6,2,2,1,1,1,1,1,5,39,1,373107.142857143
8,31,5,2,10161,3,1,4,1,1,70,450,10, ,1,2,1,1,1,1,3,39,4,273232.142857143
8,31,5,2,10161,4,1,4,1,1,63,108,10, ,1,2,1,1,1,1,5,39,5,214873.80952381
8,31,5,2,10161,5,1,4,1,1,24,36,5,2,2,2,1,1,1,1,5,39,4,243779.761904762
8,31,5,2,10161,6,1,4,1,1,42,120,10, ,1,2,1,1,1,1,3,39,1,330238.095238095
8,31,5,2,10161,7,1,4,1,1,42,60,10, ,1,2,1,2,4,1,5,39,5,204342.857142857
8,31,5,2,10161,8,1,4,1,1,56,165,10, ,1,2,1,1,1,1,5,39,3,225277.777777778
8,31,5,2,10161,9,1,4,1,1,70,150,10, ,1,2,1,1,1,1,1,39,2,316071.428571429
8,31,5,2,10161,10,4,4,1,1,30,72,10, ,1,2,1,1,1,1,3,39,1,510000
8,31,5,2,10161,11,1,4,1,1,63,150,10, ,1,2,1,1,1,1,3,39,3,228424.603174603
8,31,5,2,10161,12,1,4,1,1,30,60,10, ,1,2,1,1,1,1,5,39,4,238377.976190476
8,31,5,2,10161,13,1,4,1,1,32,48,10, ,1,2,1,1,1,1,5,39,2,189077.380952381
8,31,5,2,10161,15,1,4,1,1,48,150,10, ,1,2,1,1,1,1,5,39,6,155416.666666667
8,31,5,2,10161,16,1,3,1,1,42,110,10, ,1,2,1,1,1,1,3,39,7,165229.591836735
8,32,3,2,20142,2,1,4,1,1,80,180,10, ,1,1,2,1,1,1,1,39,4,175078.273809524
8,32,3,2,20142,3,1,4,1,1,30,150,10, ,1,2,1,1,1,1,5,39,4,183541.666666667
8,32,3,2,20142,4,1,4,1,1,60,150,10, ,1,2,1,1,1,1,3,39,4,173044.642857143
8,32,3,2,20142,5,1,4,1,1,63,100,10, ,1,2,1,1,1,1,3,39,4,186904.761904762
8,32,3,2,20142,6,1,4,1,1,120,600,10, ,1,2,1,1,1,1,3,39,2,380208.333333333
8,32,3,2,20142,7,1,4,1,1,24,80,10, ,1,2,3,1,1,1,3,39,4,208809.523809524
8,32,3,2,20142,8,1,4,1,1,54,300,10, ,1,2,1,1,1,1,3,39,3,241972.222222222
8,32,3,2,20142,9,1,4,1,1,42,75,10, ,1,2,4, ,5,1,5,39,3,236091.26984127
8,32,3,2,20142,10,1,4,1,1,72,150,10, ,1,2,1,1,1,1,3,39,7,180985.544217687
8,32,3,2,20142,11,1,4,1,1,35,150,10, ,1,2,1,1,1,1,5,39,3,164226.19047619
8,32,3,2,20142,12,1,4,1,1,96,300,10, ,1,2,1,1,1,1,5,39,2,343375
8,32,3,2,20142,13,1,4,3,2,27,30,10, ,1,2,1,1,1,1,5,39,4,174404.761904762
8,32,3,2,20142,14,1,4,2,1,48,120,10, ,1,2,1,1,1,1,3,39,5,178250
8,32,3,2,20142,15,1,4,1,1,63,150,10, ,1,2,1,1,1,1,3,39,4,231919.642857143
8,32,3,2,20142,16,1,4,1,1,72,150,10, ,1,2,1,1,1,1,3,39,5,207197.380952381
8,33,2,2,20125,1,1,4,1,1,54,135,10, ,1,2,1,1,1,1,3,39,3,257361.111111111
8,33,2,2,20125,2,1,4,1,1,88,440,10, ,1,2,1,1,1,1,3,39,4,249222.023809524
8,33,2,2,20125,3,1,4,1,1,72,140,10, ,1,2,1,1,1,1,5,39,5,187611.904761905
8,33,2,2,20125,4,1,4,1,1,42,42,10, ,1,2,1,1,1,1,3,39,4,181973.80952381
8,33,2,2,20125,5,1,4,1,1,104,150,10, ,1,2,1,1,1,1,3,39,4,230773.80952381
8,33,2,2,20125,6,2,4,1,1,30,48,10, ,1,2,1,1,1,1,3,39,1,311952.380952381
8,33,2,2,20125,8,1,4,1,1,72,127,10, ,1,1,1,1,1,1,5,39,4,165008.928571429
8,33,2,2,20125,9,1,4,1,1,42,72,10, ,1,2,1,1,1,1,3,39,6,151718.253968254
8,33,2,2,20125,10,1,4,1,1,88,195,10, ,1,2,1,1,1,1,3,39,4,229842.261904762
8,33,2,2,20125,11,1,4,1,1,48,120,10, ,1,2,1,1,1,1,3,39,2,283505.952380952
8,33,2,2,20125,13,1,4,1,1,30,72,10, ,1,2,1,1,1,1,5,39,2,266369.047619048
8,33,2,2,20125,14,1,4,1,1,35,72,10, ,1,2,1,1,1,1,5,39,4,161876.488095238
8,33,2,2,20125,15,1,4,1,1,20,75,10, ,1,2,1,1,1,1,5,39,2,216636.904761905
8,33,2,2,20125,16,1,4,1,1,60,96,10, ,1,2,1,1,1,1,3,39,6,152763.888888889
