b1r2,b1r3,b1r4,b1r5,b1r7,b1r8,b6r1,b6r2,b6r3,b6r4,b6r5a,b6r5b,b6r6a,b6r6b,b6r7,b6r8,b6r9a,b6r9b,b6r9c,b6r10,b6r11,wert27,jart,exp_cap
7,142,2,2,20812,5,1,6,3,1,16,390,6,1,2,2,4, ,3,1,5,42,4,161107.142857143
7,142,2,2,20812,8,1,6,3,1,24,140,6,2,2,2,4, ,4,1,5,42,4,173863.095238095
7,142,2,2,20812,9,6,4,1,1,63,120,5,1,1,2,1,2,1,1,5,42,4,304337.797619048
7,142,2,2,20812,10,1,4,1,1,42,60,6,1,2,2,1,3,4,1,5,42,2,150559.523809524
7,142,2,2,20812,11,1,4,1,1,42,240,6,3,2,2,4, ,3,1,5,42,6,213688.492063492
7,142,2,2,20812,12,1,6,3,1,12,156,6,3,2,2,4, ,3,1,5,42,5,173229.761904762
7,142,2,2,20812,14,1,4,1,1,72,36,7,2,1,1,1,2,1,1,5,42,9,450437.566137566
7,142,2,2,20812,15,1,4,2,1,48,360,6,1,2,2,2,2,1,1,2,42,3,283575.396825397
7,142,2,2,20812,16,1,4,1,1,35,60,5,1,2,2,2,2,1,1,5,42,4,235160.714285714
7,142,2,2,20816,2,1,4,1,1,20,315,5,1,2,2,2,2,1,1,5,42,4,313599.702380952
7,142,2,2,20816,3,1,4,1,1,60,300,5,1,1,2,4, ,3,1,5,42,4,219738.095238095
7,142,2,2,20816,5,1,4,1,1,40,270,5,1,2,2,1,2,1,1,5,42,2,334446.428571429
7,142,2,2,20816,6,1,4,1,1,35,270,5,1,2,2,1,2,1,1,5,42,5,154804.761904762
7,142,2,2,20816,7,1,4,4,1,54,420,5,1,1,2,1,2,1,1,1,42,3,151309.523809524
7,142,2,2,20816,8,1,4,1,1,63,480,5,1,2,2,1,2,1,1,5,42,2,641252.976190476
7,142,2,2,20816,10,1,4,1,1,48,792,5,3,1,2,4, ,2,1,5,42,4,250255.952380952
7,142,2,2,20816,11,1,6,3,1,20,70,6,3,2,2,4, ,3,3,5,42,1,249553.571428571
7,142,2,2,20816,14,6,4,1,1,45,120,6,1,1,2,1,2,1,1,5,42,3,259603.174603175
7,142,2,2,20816,15,1,4,1,1,54,312,6,1,1,2,1,2,1,1,5,42,4,233886.904761905
7,142,4,2,20821,2,6,4,4,1,30,35,5,3,2,2,4, ,5,3,5,42,2,269184.523809524
7,142,4,2,20821,3,1,4,1,1,96,880,5,1,1,2,1,2,1,1,3,42,4,1363952.38095238
7,142,4,2,20821,4,1,6,2,1,30,112,6,1,4,2,4, ,2,3,5,42,1,364714.285714286
7,142,4,2,20821,5,4,6,1,1,30,120,5,1,2,2,4, ,2,3,5,42,2,301190.476190476
7,142,4,2,20821,6,1,6,1,1,35,96,6,1,3,2,4, ,2,3,5,42,1,285629.761904762
7,142,4,2,20821,7,1,4,1,1,30,40,5,3,3,1,3,2,2,1,5,42,7,177652.210884354
7,142,4,2,20821,8,1,4,1,1,38,50,8,3,3,2,4, ,3,1,5,42,4,183217.261904762
7,142,4,2,20821,11,6,6,3,1,24,40,5,1,3,2,3,2,1,3,5,42,1,171750
7,142,4,2,20821,13,1,6,3,1,20,25,7,3,3,2,4, ,5,1,5,42,4,163497.023809524
7,142,4,2,20821,14,1,6,3,1,25,40,6,1,1,2,4, ,2,3,5,42,3,198998.015873016
7,142,4,2,20821,16,1,6,3,1,30,70,6,3,4,2,4, ,2,2,5,42,1,396119.047619048
7,142,6,2,20825,1,1,4,1,1,30,200,5,2,1,2,1,2,1,1,5,42,2,465425.595238095
7,142,6,2,20825,2,1,6,2,1,150,525,5,2,1,2,1,2,1,1,5,42,5,181776.19047619
7,142,6,2,20825,3,1,4,2,1,50,42,6,1,1,2,1,2,1,1,5,42,2,315279.761904762
7,142,6,2,20825,4,1,6,2,1,35,40,6,3,4,2,4, ,2,1,5,42,5,184157.142857143
7,142,6,2,20825,5,1,6,2,1,30,120,5,1,4,2,4, ,3,1,5,42,5,155580.952380952
7,142,6,2,20825,6,1,6,2,1,30,20,5,3,4,2,4, ,5,1,5,42,2,235863.095238095
7,142,6,2,20825,8,1,6,4,1,42,50,5,3,2,2,4, ,3,1,5,42,2,231297.619047619
7,142,6,2,20825,10,1,6,3,2,12,20,5,3,2,2,4, ,3,3,5,42,1,252833.333333333
7,142,6,2,20825,12,1,4,1,1,42,50,6,2,2,2,2,2,1,1,5,42,1,369130.952380952
7,142,6,2,20825,13,1,4,4,1,35,50,5,1,1,2,1,2,1,1,3,42,3,657222.222222222
7,142,6,2,20825,14,6,4,1,1,90,120,5,1,2,2,2,2,1,1,5,42,3,1089222.22222222
7,142,6,2,20825,15,1,6,2,1,35,99,5,2,2,2,4, ,1,1,3,42,4,182247.023809524
7,142,6,2,20825,16,1,4,1,1,63,168,5,2,1,2,1,2,1,1,3,42,3,495059.523809524
7,142,8,2,10830,2,1,6,3,1,30,366,5,1,2,2,4, ,6,1,5,42,2,168577.380952381
7,142,8,2,10830,4,1,6,3,1,35,60,8,3,3,2,4, ,5,1,5,42,3,207412.698412698
7,142,8,2,10830,5,1,4,1,1,42,140,5,2,2,2,1,2,1,1,5,42,5,168548.80952381
7,142,8,2,10830,7,1,6,1,1,30,225,5,3,1,2,2,2,1,1,5,42,5,281630.952380952
7,142,8,2,10830,8,1,4,1,1,42,336,6,1,1,2,1,2,1,1,5,42,3,257750
7,142,8,2,10830,9,1,4,1,1,47,65,5,1,2,2,1,2,1,1,5,42,3,222071.428571429
7,142,8,2,10830,10,1,4,1,1,80,360,5,1,2,2,1,3,4,1,5,42,2,251705.357142857
7,142,8,2,10830,11,6,4,4,1,42,120,6,1,2,2,2,2,1,1,5,42,3,247896.825396825
7,142,8,2,10830,12,1,6,1,1,42,288,5,2,1,2,1,2,1,1,5,42,3,190972.222222222
7,142,8,2,10830,13,1,4,1,1,42,60,5,1,1,2,1,2,1,1,5,42,3,290138.888888889
7,142,8,2,10830,14,1,4,1,1,45,75,6,2,2,2,2,2,1,1,5,42,3,212188.492063492
7,142,8,2,10830,15,1,6,1,1,54,252,5,3,4,2,4, ,5,1,5,42,4,211098.214285714
7,142,8,2,10830,16,1,6,3,1,20,30,6,3,1,2,4, ,5,3,5,42,4,193419.642857143
7,150,10,2,20886,1,1,4,1,1,60,300,7,3,2,2,4, ,5,1,5,42,3,464861.111111111
7,150,10,2,20886,2,1,4,1,2,58,135,5,2,1,2,1,1,1,1,5,42,2,376485.119047619
7,150,10,2,20886,3,6,4,1,1,18,250,5,3,2,2,4, ,3,1,5,42,4,293035.714285714
7,150,10,2,20886,4,1,4,1,1,32,198,5,3,2,2,4, ,3,1,5,42,4,279151.785714286
7,150,10,2,20886,5,6,4,3,1,31,150,7,1,3,2,3,1,1,1,5,42,4,284669.642857143
7,150,10,2,20886,6,1,4,1,1,55,240,5,2,1,2,1,1,1,1,5,42,4,512172.619047619
7,150,10,2,20886,7,6,4,2,1,30,200,7,3,3,2,4, ,5,1,5,42,5,227216.666666667
7,150,10,2,20886,8,1,4,4,1,48,160,5,2,2,2,2,1,1,1,5,42,2,445863.095238095
7,150,10,2,20886,9,1,6,3,2,20,300,6,3,1,2,4, ,5,4,5,42,5,166678.571428571
7,150,10,2,20886,10,1,4,3,2,30,300,5,3,1,2,4, ,5,1,5,42,4,286473.214285714
7,150,10,2,20886,11,6,6,1,2,30,300,5,3,2,2,4, ,5,1,5,42,6,166361.111111111
7,150,10,2,20886,12,1,4,1,1,45,180,5,3,4,2,4, ,3,1,5,42,5,258542.857142857
7,150,10,2,20886,13,1,6,3,2,20,300,7,3,3,2,4, ,6,4,5,42,2,350119.047619048
7,150,10,2,20886,14,6,6,2,2,15,150,7,3,3,2,4, ,5,4,5,42,4,221919.642857143
7,150,10,2,20886,15,1,6,4,2,25,300,7,3,3,2,4, ,5,4,5,42,4,231476.19047619
7,150,10,2,20886,16,1,6,3,2,15,48,6,3,1,2,4, ,5,4,5,42,2,224375
7,150,12,2,20891,1,1,4,1,2,54,300,5,3,1,2,4, ,5,3,5,42,3,264160.714285714
7,150,12,2,20891,2,1,6,3,1,12,20,6,3,4,2,4, ,6,3,5,42,2,196130.952380952
7,150,12,2,20891,3,1,6,2,1,24,330,5,3,4,2,4, ,5,1,5,42,3,190579.365079365
7,150,12,2,20891,4,4,6,2,1,42,45,6,1,1,2,4, ,5,1,5,42,2,277886.904761905
7,150,12,2,20891,5,1,6,2,2,30,96,6,2,4,2,4, ,5,1,5,42,6,179077.380952381
7,150,12,2,20891,6,1,6,3,1,38,390,5,3,4,2,4, ,5,1,5,42,2,172553.571428571
7,150,12,2,20891,7,1,4,1,1,42,300,6,2,4,2,2,2,1,1,5,42,3,308547.619047619
7,150,12,2,20891,8,1,6,3,1,30,42,5,2,4,2,4, ,5,1,5,42,4,240413.69047619
7,150,12,2,20891,9,1,4,1,2,48,300,5,2,1,2,1,2,1,1,5,42,2,237773.80952381
7,150,12,2,20891,10,1,6,3,1,24,30,5,1,4,2,2,1,1,1,5,42,4,161375
7,150,12,2,20891,14,1,6,1,1,35,209,5,1,2,2,2,1,1,1,5,42,3,253257.936507936
7,150,12,2,20891,16,1,6,1,1,35,48,5,3,1,2,4, ,5,2,5,42,2,213988.095238095
7,150,13,2,20897,1,6,4,1,1,108,998,5,1,2,2,2,1,1,1,5,42,3,342769.841269841
7,150,13,2,20897,2,1,4,1,1,55,300,5,2,2,2,2,1,1,1,5,42,5,208405.952380952
7,150,13,2,20897,3,6,6,1,1,39,300,5,3,4,2,4, ,3,1,5,42,1,549929.761904762
7,150,13,2,20897,4,1,6,3,2,15,65,5,3,2,2,4, ,3,4,5,42,4,267928.571428571
7,150,13,2,20897,5,1,4,1,1,60,264,5,1,1,2,1,1,1,1,5,42,3,446827.380952381
7,150,13,2,20897,6,6,4,3,1,48,552,6,3,1,2,4, ,6,1,5,42,5,167911.904761905
7,150,13,2,20897,8,1,4,1,1,76,360,5,1,1,2,1,1,1,1,5,42,2,531060.119047619
7,150,13,2,20897,9,6,6,1,1,15,225,5,3,1,2,4, ,3,1,5,42,4,259760.416666667
7,150,13,2,20897,10,1,4,1,1,70,190,5,1,1,2,1,1,1,1,5,42,2,803642.857142857
7,150,13,2,20897,11,1,4,1,1,98,400,5,2,1,2,1,1,1,1,5,42,4,393877.976190476
7,150,13,2,20897,12,1,6,1,1,70,960,5,1,1,2,1,1,1,1,5,42,3,394656.746031746
7,150,13,2,20897,13,1,6,3,2,24,70,5,3,4,2,4, ,5,1,5,42,4,156769.345238095
7,150,13,2,20897,14,1,6,3,2,27,300,5,3,2,2,4, ,6,1,5,42,3,285275.793650794
7,150,13,2,20897,15,1,6,3,2,17,308,5,3,2,2,4, ,5,1,5,42,4,264361.607142857
7,150,13,2,20897,16,4,4,2,1,42,480,5,3,2,2,4, ,5,1,5,42,3,425333.333333333
7,150,14,2,20900,1,1,1,1,2,38,120,6,3,1,2,4, ,5,1,5,42,4,179538.69047619
7,150,14,2,20900,3,1,6,1,1,33,360,5,3,4,2,2,1,1,3,5,42,4,237095.238095238
7,150,14,2,20900,4,1,6,3,1,12,30,5,3,3,2,4, ,6,1,5,42,4,197898.80952381
7,150,14,2,20900,5,1,6,1,1,49,300,5,2,4,2,4, ,5,1,5,42,4,231517.857142857
7,150,14,2,20900,6,1,6,1,1,38,270,5,3,1,2,4, ,5,1,5,42,8,157232.142857143
7,150,14,2,20900,7,1,6,3,1,25,120,6,3,1,2,4, ,2,1,5,42,1,453809.523809524
7,150,14,2,20900,8,1,4,2,1,30,150,5,1,1,2,1,2,1,1,5,42,3,342363.095238095
7,150,14,2,20900,9,1,4,1,1,30,40,5,1,1,2,1,2,1,1,5,42,2,337613.095238095
7,150,14,2,20900,10,1,6,1,1,36,120,5,1,1,2,1,2,1,1,5,42,4,200726.19047619
7,150,14,2,20900,11,1,4,1,1,35,88,5,1,4,2,4, ,4,3,5,42,2,227563.095238095
7,150,14,2,20900,13,6,2,1,1,42,80,5,2,2,2,2,2,1,1,5,42,2,155265.476190476
7,150,14,2,20900,14,1,6,3,1,20,30,5,3,4,2,4, ,5,1,5,42,3,165083.333333333
7,150,14,2,20900,15,1,4,1,1,144,600,5,1,1,2,1,1,1,1,5,42,5,461476.19047619
7,150,14,2,20900,16,6,6,1,1,33,440,5,1,1,2,1,2,1,1,5,42,2,289580.357142857
7,150,15,2,20905,1,1,6,2,2,20,360,5,3,4,2,4, ,3,4,5,42,2,447434.523809524
7,150,15,2,20905,2,1,4,1,2,30,360,7,3,4,2,4, ,3,4,5,42,4,301587.797619048
7,150,15,2,20905,3,1,4,1,1,30,230,6,3,1,2,4, ,3,1,5,42,5,195502.380952381
7,150,15,2,20905,4,1,4,2,1,84,432,6,3,1,2,4, ,3,1,5,42,3,233194.444444444
7,150,15,2,20905,5,6,4,1,1,15,240,5,3,2,2,4, ,3,1,5,42,3,230630.952380952
7,150,15,2,20905,6,1,6,3,2,18,150,5,3,4,2,4, ,3,1,5,42,4,171943.452380952
7,150,15,2,20905,7,6,4,1,1,86,450,5,1,1,2,1,1,1,1,5,42,5,207441.666666667
7,150,15,2,20905,8,1,4,1,1,65,450,5,1,1,2,1,1,1,1,5,42,2,451178.571428571
7,150,15,2,20905,9,1,4,1,1,72,360,5,2,1,2,1,1,1,1,5,42,3,237946.428571429
7,150,15,2,20905,10,1,4,1,1,60,360,5,3,1,2,4, ,3,1,5,42,4,273794.642857143
7,150,15,2,20905,11,1,4,2,1,43,144,6,3,1,2,4, ,3,1,5,42,2,398898.80952381
7,150,15,2,20905,12,1,4,1,1,42,140,6,3,1,2,4, ,3,1,5,42,5,193594.047619048
7,150,15,2,20905,13,1,6,1,1,60,297,5,2,1,2,1,2,4,1,5,42,2,557011.904761905
7,150,15,2,20905,14,1,4,1,1,70,450,5,3,4,2,4, ,3,1,5,42,4,324294.642857143
7,150,15,2,20905,15,1,6,2,2,38,420,6,3,1,2,4, ,3,1,5,42,4,280988.095238095
7,150,15,2,20905,16,1,4,1,1,50,192,5,3,4,2,4, ,3,1,5,42,4,285930.05952381
7,150,16,2,20895,2,1,4,1,1,90,870,5,1,1,2,1,1,1,1,5,42,4,462485.119047619
7,150,16,2,20895,3,6,7,2,1,20,300,5,2,1,2,1,3,1,1,5,42,4,187866.071428571
7,150,16,2,20895,4,1,4,1,1,30,216,5,2,2,2,4, ,1,1,5,42,3,312452.380952381
7,150,16,2,20895,5,1,6,1,1,30,225,5,2,4,2,4, ,6,1,5,42,5,169038.095238095
7,150,16,2,20895,6,1,4,1,1,84,240,5,1,1,2,1,1,1,1,3,42,5,369530.952380952
7,150,16,2,20895,7,4,6,3,1,20,260,6,2,4,2,4, ,6,1,5,42,3,223797.619047619
7,150,16,2,20895,8,1,6,2,1,45,600,5,2,2,2,2,4,1,1,5,42,4,308144.345238095
7,150,16,2,20895,9,1,4,1,1,42,375,6,2,2,2,2,2,1,1,5,42,2,340338.69047619
7,150,16,2,20895,10,1,4,1,1,150,226,6,2,1,2,1,2,1,1,3,42,4,563410.714285714
7,150,16,2,20895,12,1,4,1,1,42,611,5,3,4,2,4, ,1,1,5,42,2,201607.142857143
7,150,16,2,20895,13,6,4,1,1,35,600,5,2,2,2,4, ,6,1,5,42,4,206794.94047619
7,150,16,2,20895,14,1,6,1,1,30,135,6,2,2,2,2,4,4,1,5,42,5,177478.571428571
7,150,16,2,20895,15,1,6,3,1,30,108,5,2,4,2,4, ,6,1,5,42,1,252166.666666667
7,150,16,2,20895,16,3,4,1,1,30,380,6,2,4,2,2,2,1,1,5,42,4,201580.357142857
7,151,1,2,20976,1,1,4,1,1,32,600,6,1,2,2,2,1,2,1,5,42,6,179290.277777778
7,151,1,2,20976,2,1,4,3,1,35,450,6,1,3,2,3,1,1,1,5,42,5,175060.952380952
7,151,1,2,20976,3,1,4,1,1,48,300,6,2,2,2,2,1,1,1,5,42,4,278122.023809524
7,151,1,2,20976,4,1,2,1,1,32,240,6,2,2,2,4, ,3,4,5,42,4,185630.952380952
7,151,1,2,20976,5,1,6,3,1,12,100,5,2,2,2,4, ,5,1,5,42,3,271236.507936508
7,151,1,2,20976,6,1,4,1,1,35,150,6,3,1,2,4, ,3,1,5,42,4,212732.142857143
7,151,1,2,20976,7,1,6,3,2,12,150,5,2,2,2,2,1,1,4,5,42,1,305535.714285714
7,151,1,2,20976,8,1,4,1,1,48,200,6,1,3,2,2,1,1,1,5,42,4,247787.202380952
7,151,1,2,20976,9,1,4,1,1,48,400,6,3,1,2,4, ,3,1,5,42,4,193505.952380952
7,151,1,2,20976,10,6,4,1,1,35,150,6,1,3,2,3,1,1,1,5,42,3,193769.841269841
7,151,1,2,20976,11,1,4,3,1,60,120,5,1,3,2,3,1,1,1,5,42,4,195720.238095238
7,151,1,2,20976,12,1,4,1,1,40,250,5,2,3,2,3,1,1,1,5,42,1,533428.571428571
7,151,1,2,20976,13,1,4,3,1,35,200,6,3,1,2,4, ,3,1,5,42,5,194466.666666667
7,151,1,2,20976,14,1,4,1,1,35,200,6,3,2,2,4, ,3,1,5,42,4,196982.142857143
7,151,1,2,20976,15,1,6,3,1,20,105,6,3,1,2,4, ,3,1,5,42,3,203603.174603175
7,151,4,2,10983,1,1,4,1,1,63,720,5,3,1,2,1,1,1,1,5,42,4,407751.785714286
7,151,4,2,10983,2,1,4,1,1,76,200,5,3,2,2,4, ,6,1,5,42,4,445409.226190476
7,151,4,2,10983,3,1,4,1,1,41,200,5,1,2,2,4, ,5,1,5,42,4,309574.404761905
7,151,4,2,10983,4,1,4,1,1,48,288,5,2,2,2,2,1,1,1,5,42,5,216938.095238095
7,151,4,2,10983,5,6,4,1,1,18,150,5,2,2,2,1,2,4,1,5,42,3,219365.079365079
7,151,4,2,10983,6,1,4,1,1,54,90,5,3,1,2,4, ,2,1,5,42,3,453849.206349206
7,151,4,2,10983,7,1,4,1,1,72,135,5,2,1,2,1,1,1,1,5,42,6,612290.674603175
7,151,4,2,10983,8,1,4,1,1,77,569,5,1,1,2,1,1,1,1,5,42,3,585178.571428571
7,151,4,2,10983,9,1,4,1,1,30,300,5,1,2,2,2,1,1,1,5,42,1,621964.285714286
7,151,4,2,10983,10,1,4,1,1,80,594,5,1,1,2,1,1,1,1,3,42,3,368162.698412698
7,151,4,2,10983,12,1,4,2,1,66,150,5,1,1,2,1,1,1,1,5,42,4,316327.380952381
7,151,4,2,10983,13,6,4,1,1,18,300,5,3,1,2,4, ,4,1,5,42,4,293011.904761905
7,151,4,2,10983,14,1,4,1,1,70,480,5,1,1,2,1,1,1,1,5,42,3,345571.428571429
7,151,4,2,10983,15,1,6,3,1,20,300,5,3,1,2,4, ,6,1,5,42,4,276907.738095238
7,151,4,2,10983,16,1,6,3,1,30,300,6,3,2,2,4, ,5,1,5,42,4,275869.047619048
7,151,5,2,20987,1,1,4,3,1,40,150,5,1,2,2,2,1,1,4,5,42,3,229501.984126984
7,151,5,2,20987,2,1,6,3,1,25,25,5,3,4,2,4, ,3,1,5,42,2,302410.714285714
7,151,5,2,20987,3,1,4,1,1,42,90,5,1,1,2,1,1,1,1,5,42,2,472470.238095238
7,151,5,2,20987,4,1,2,1,2,35,130,5,1,2,2,2,1,1,1,5,42,5,173230.952380952
7,151,5,2,20987,5,1,4,1,1,56,175,5,2,2,2,2,1,1,1,5,42,2,295625
7,151,5,2,20987,8,1,4,1,1,63,135,5,2,1,2,4, ,6,1,5,42,3,235099.206349206
7,151,5,2,20987,10,1,4,1,1,40,150,6,3,1,2,4, ,6,1,5,42,4,209966.071428571
7,151,5,2,20987,11,5,4,1,2,40,180,5,2,2,2,2,2,2,1,3,42,2,934119.047619048
7,151,5,2,20987,12,1,1,1,1,35,160,5,1,2,2,2,1,1,1,5,42,3,183750
7,151,5,2,20987,13,1,4,1,1,35,48,5,1,2,2,2,1,1,1,5,42,4,202086.30952381
7,151,5,2,20987,15,1,4,1,1,63,190,5,2,2,2,2,3,4,1,5,42,3,233595.238095238
7,151,5,2,20987,16,1,4,1,1,40,97,5,2,1,2,1,2,4,1,5,42,3,310863.492063492
7,151,7,2,20992,1,1,4,1,1,52,307,5,3,2,2,4, ,6,1,5,42,7,192380.952380952
7,151,7,2,20992,2,6,6,3,1,30,200,5,2,3,2,3,1,1,1,5,42,5,300402.380952381
7,151,7,2,20992,3,1,4,1,1,60,500,5,3,1,2,4, ,5,1,5,42,4,226846.726190476
7,151,7,2,20992,4,6,4,1,1,27,300,5,3,1,2,4, ,4,1,5,42,4,203413.69047619
7,151,7,2,20992,5,1,6,2,1,25,120,5,1,2,2,2,1,1,1,5,42,5,161209.523809524
7,151,7,2,20992,7,1,6,2,1,40,165,5,3,2,2,4, ,6,1,5,42,4,315053.571428571
7,151,7,2,20992,8,1,4,1,1,98,480,5,1,1,2,1,1,1,1,5,42,4,371827.380952381
7,151,7,2,20992,9,1,4,1,1,50,120,5,3,1,2,4, ,6,1,5,42,3,178724.206349206
7,151,7,2,20992,10,1,6,3,1,30,297,5,3,2,2,4, ,6,4,5,42,3,183791.666666667
7,151,7,2,20992,12,1,6,3,1,15,15,5,3,2,2,3,1,1,4,5,42,4,165178.571428571
7,151,7,2,20992,13,1,4,1,2,48,180,5,3,2,2,4, ,6,1,5,42,7,189647.108843537
7,151,7,2,20992,14,1,4,1,1,42,180,5,2,2,2,4, ,6,1,5,42,6,175018.849206349
7,151,7,2,20992,15,1,4,1,1,80,900,5,2,1,2,1,1,1,1,4,42,3,410873.015873016
7,151,7,2,20992,16,1,6,3,2,12,49,6,3,2,2,4, ,5,4,5,42,2,205369.047619048
8,10,7,2,20006,1,1,4,1,1,96,448,5,1,1,2,1,1,1,1,5,39,5,238257.142857143
8,10,7,2,20006,2,1,4,1,1,90,240,5,2,1,2,1,1,1,1,5,39,2,219482.142857143
8,10,7,2,20006,3,1,4,1,1,81,450,5,2,1,2,1,1,1,1,5,39,3,305460.317460317
8,10,7,2,20006,4,1,4,1,1,72,600,5,2,1,2,1,1,1,1,5,39,4,467467.261904762
8,10,7,2,20006,5,1,4,1,1,80,700,5,2,1,2,1,1,1,1,5,39,3,330571.428571429
8,10,7,2,20006,6,1,4,1,1,72,360,5,3,1,2,1,1,1,1,5,39,3,252625
8,10,7,2,20006,7,1,4,1,1,48,300,5,3,1,2,2,1,1,1,5,39,4,303873.511904762
8,10,7,2,20006,8,1,4,1,1,30,100,5,1,1,2,4, ,5,1,5,39,2,333208.333333333
8,10,7,2,20006,9,6,4,1,1,30,80,5,1,2,2,1,1,1,1,3,39,4,521339.285714286
8,10,7,2,20006,10,1,4,1,1,42,100,5,1,2,2,4, ,5,1,5,39,4,311928.571428571
8,10,7,2,20006,11,1,4,1,1,42,100,5,2,3,2,1,1,1,1,5,39,4,326919.642857143
8,10,7,2,20006,12,1,4,1,1,70,120,5,1,2,2,1,1,1,1,5,39,5,831875
8,10,7,2,20006,13,1,4,2,1,30,180,5,3,3,2,1,1,1,1,5,39,3,380783.73015873
8,10,7,2,20006,14,1,4,1,1,100,900,5,1,1,2,1,1,1,1,5,39,4,491145.833333333
8,10,7,2,20006,15,1,4,1,1,90,600,5,1,1,2,1,1,1,1,5,39,5,471534.523809524
8,10,7,2,20006,16,1,4,1,1,30,180,5,2,1,2,1,1,1,1,5,39,4,249196.428571429
8,10,7,2,20008,1,1,4,1,1,90,300,5,1,1,2,1,1,1,1,5,39,4,376994.047619048
8,10,7,2,20008,2,1,4,1,1,30,196,5,3,1,2,1,1,1,1,3,39,1,763773.809523809
8,10,7,2,20008,3,1,4,1,1,30,72,5,1,1,2,4, ,1,1,5,39,2,187565.476190476
8,10,7,2,20008,4,1,4,1,2,70,600,10, ,1,2,1,1,1,1,3,39,4,294699.404761905
8,10,7,2,20008,5,1,4,1,1,48,96,5,3,1,2,1,1,1,1,5,39,5,155194.047619048
8,10,7,2,20008,6,1,4,3,1,30,100,5,3,2,2,1,1,1,1,5,39,4,191473.214285714
8,10,7,2,20008,7,1,4,1,1,54,180,5,1,1,1,1,1,1,1,5,39,4,287614.583333333
8,10,7,2,20008,8,1,4,1,1,35,108,5,2,1,2,1,1,1,1,5,39,6,170638.888888889
8,10,7,2,20008,9,1,4,1,1,54,150,5,3,1,1,3,1,4,1,5,39,5,231619.047619048
8,10,7,2,20008,10,1,4,1,1,54,300,5,3,1,2,1,1,1,1,5,39,4,258861.607142857
8,10,7,2,20008,11,1,4,1,1,72,280,5,1,1,2,1,1,1,1,5,39,5,270361.904761905
8,10,7,2,20008,12,1,4,1,1,56,300,5,1,1,1,1,1,1,1,5,39,7,172401.360544218
8,10,7,2,20008,13,1,4,1,1,48,180,5,1,1,2,1,1,1,1,5,39,4,224773.80952381
8,10,7,2,20008,14,1,4,1,1,72,300,5,1,1,2,1,1,1,1,5,39,2,387767.857142857
8,10,7,2,20008,15,1,4,1,1,126,400,5,2,1,2,1,1,1,1,5,39,3,338166.666666667
8,10,21,2,20024,1,1,4,1,1,30,120,10, ,1,2,1,1,1,1,5,39,4,202568.452380952
8,10,21,2,20024,2,1,4,1,1,63,234,10, ,1,2,1,1,1,1,5,39,3,270892.857142857
8,10,21,2,20024,3,1,4,1,1,42,120,10, ,2,2,1,1,1,1,5,39,4,238218.75
8,10,21,2,20024,4,1,4,1,1,30,600,10, ,1,2,1,1,1,1,5,39,4,287726.19047619
8,10,21,2,20024,5,1,4,1,1,50,156,10, ,1,2,1,1,1,1,5,39,1,631696.428571429
8,10,21,2,20024,6,1,4,3,2,12,120,10, ,2,2,4, ,4,1,5,39,4,161553.571428571
8,10,21,2,20024,7,1,4,1,2,35,120,10, ,2,2,4, ,5,1,5,39,5,165291.666666667
8,10,21,2,20024,8,1,4,1,1,70,195,10, ,1,2,1,1,1,1,3,39,2,624464.285714286
8,10,21,2,20024,9,4,4,1,1,56,90,10, ,3,2,3,1,1,1,5,39,4,222604.166666667
8,10,21,2,20024,10,1,4,1,1,56,200,10, ,1,2,1,1,1,1,5,39,2,351101.19047619
8,10,21,2,20024,11,1,4,1,1,42,150,10, ,1,2,1,1,1,1,5,39,3,236353.174603175
8,10,21,2,20024,12,1,4,1,1,50,240,10, ,1,2,1,1,1,1,5,39,5,163876.19047619
8,10,21,2,20024,13,1,4,4,1,56,130,10, ,1,2,4, ,4,1,5,39,3,219055.555555556
8,10,21,2,20024,14,1,4,1,1,70,169,10, ,1,2,1,1,1,1,5,39,2,434098.214285714
8,10,21,2,20024,15,1,4,3,1,20,100,10, ,2,2,4, ,4,1,5,39,1,617440.476190476
8,10,23,2,20031,1,1,3,3,2,20,90,4,2,4,2,4, ,5,1,5,39,2,203380.952380952
8,10,23,2,20031,2,1,4,1,1,54,988,10, ,1,2,1,1,1,1,5,39,3,226232.142857143
8,10,23,2,20031,3,1,4,1,1,24,72,10, ,1,2,4, ,5,1,5,39,2,211494.047619048
8,10,23,2,20031,4,1,4,1,1,56,132,10, ,1,2,1,1,1,1,5,39,2,324309.523809524
8,10,23,2,20031,6,1,4,1,1,56,300,10, ,1,2,1,2,1,1,5,39,6,195484.126984127
8,10,23,2,20031,10,1,4,1,1,56,132,10, ,1,2,1,1,1,1,5,39,5,173395.238095238
8,10,23,2,20031,11,6,3,3,2,30,80,10, ,3,2,4, ,5,4,5,39,2,205922.619047619
8,10,23,2,20031,12,6,4,1,1,42,280,10, ,1,2,4, ,5,1,5,39,3,350557.53968254
8,10,23,2,20031,13,1,1,1,2,30,90,10, ,4,2,4, ,5,1,5,39,6,155706.349206349
8,10,23,2,20031,14,1,4,1,1,170,600,10, ,1,2,1,1,1,1,5,39,3,719715.476190476
8,10,23,2,20031,15,1,3,3,2,20,72,10, ,4,2,1,1,1,4,5,39,3,223730.158730159
8,10,23,2,20031,16,1,4,1,1,64,220,10, ,1,2,1,1,1,3,5,39,3,222113.095238095
